ROW_ID_AMOSTRA;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_CREDIT;AGE_YEARS;FLAG_MOBIL;FLAG_EMP_PHONE;FLAG_EMAIL;REGION_RATING_CLIENT;EXT_SOURCE_1;EXT_SOURCE_2;EXT_SOURCE_3;CREDIT_INCOME_RATIO;CODE_GENDER_COD;FLAG_OWN_CAR_COD;FLAG_OWN_REALTY_COD;NAME_INCOME_TYPE_COD;NAME_EDUCATION_TYPE_COD;NAME_FAMILY_STATUS_COD;NAME_HOUSING_TYPE_COD;OCCUPATION_TYPE_COD;ORGANIZATION_TYPE_COD;SER_QTDE_EMPRESTIMOS;SER_DIVIDA_ATRASADA;SER_CREDITOS_ATIVOS;SER_DAYS_CREDIT_MEDIO;SER_DIAS_ATRASO_MAX;SER_CREDITO_TOTAL;SER_DIVIDA_TOTAL;SER_MAX_OVERDUE;SER_QTDE_PRORROGACOES;PREV_QTDE_TENTATIVAS;PREV_QTDE_REJEITADAS;PREV_TAXA_REJEICAO;PREV_VALOR_SOLICITADO_TOTAL;PREV_VALOR_APROVADO_TOTAL;PREV_RAZAO_APROVADO_SOLICITADO;PREV_QTDE_COM_SEGURO;PREV_QTDE_CLIENTE_REPETIDOR;PREV_QTDE_CANCELADO
12210;1;247500.0;270045.0;23.39;1;0;0;2;0.503868;0.117301;0.190706;1.091091;0;1;1;3;1;2;1;0;57;2.0;0.0;2.0;-153.5;0.0;1805135.985;1677315.51;0.0;0.0;1.0;0.0;0.0;108009.0;107469.0;0.995;0.0;0.0;0.0
236053;0;112500.0;339241.5;38.29;1;1;0;3;0.321057;0.409336;0.358951;3.01548;0;0;1;7;4;2;1;15;5;1.0;0.0;1.0;-222.0;0.0;10350000.0;10312096.5;0.0;0.0;4.0;0.0;0.0;1179135.0;1341058.5;1.137324;2.0;3.0;1.0
76220;0;202500.0;500490.0;62.38;1;1;0;2;0.505998;0.554908;0.199771;2.471556;0;1;0;1;1;2;1;1;55;7.0;0.0;3.0;-1202.857143;0.0;1850746.5;483408.0;0.0;0.0;9.0;4.0;0.444444;5229000.0;5288301.0;1.011341;2.0;5.0;3.0
113758;1;67500.0;1024740.0;29.67;1;1;0;1;0.323366;0.360396;0.535276;15.181333;0;1;1;7;4;2;1;9;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;35451.0;40365.0;1.138614;0.0;0.0;0.0
162889;2;171000.0;375322.5;29.57;1;1;0;2;0.346734;0.643575;0.508287;2.194868;0;0;1;7;4;1;1;15;51;8.0;0.0;4.0;-869.375;0.0;1774743.435;308169.0;6750.0;0.0;17.0;10.0;0.588235;2683746.0;2794464.0;1.041255;0.0;15.0;1.0
9930;2;315000.0;927000.0;46.81;1;1;0;2;0.505998;0.226507;0.554947;2.942857;1;1;1;7;4;3;1;9;5;11.0;0.0;4.0;-859.545455;0.0;1305979.425;261963.0;12214.395;0.0;3.0;0.0;0.0;86820.3;150376.5;1.732043;2.0;3.0;0.0
85873;2;135000.0;675000.0;37.33;1;1;0;2;0.498127;0.618084;0.798137;5.0;0;0;0;7;1;1;1;1;26;7.0;0.0;0.0;-1498.428571;0.0;651753.0;0.0;0.0;0.0;1.0;0.0;0.0;440662.5;440662.5;1.0;0.0;0.0;0.0
17720;2;202500.0;713889.0;35.86;1;1;0;2;0.593791;0.291818;0.342529;3.525378;0;0;1;7;1;2;1;0;7;4.0;0.0;2.0;-395.75;0.0;594987.3;110763.0;0.0;0.0;2.0;0.0;0.0;197505.0;197797.5;1.001481;0.0;1.0;0.0
293117;0;135000.0;360000.0;57.18;1;0;0;2;0.505998;0.675336;0.535276;2.666667;0;0;1;3;4;2;1;0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;183546.0;196668.0;1.071492;1.0;0.0;0.0
225525;0;180000.0;518562.0;61.44;1;0;0;2;0.505998;0.144748;0.67383;2.8809;0;0;1;3;1;2;1;0;57;1.0;0.0;1.0;-741.0;0.0;292500.0;218722.5;0.0;0.0;10.0;3.0;0.3;2506500.0;2959254.0;1.180632;6.0;10.0;0.0
212266;0;225000.0;1710000.0;61.17;1;0;0;2;0.622671;0.505244;0.531686;7.6;1;1;1;3;4;2;1;0;57;10.0;0.0;4.0;-789.6;0.0;2272496.58;0.0;0.0;0.0;15.0;2.0;0.133333;2423970.0;2426400.0;1.001002;2.0;14.0;2.0
158803;2;180000.0;225000.0;39.35;1;1;0;2;0.505998;0.573322;0.126101;1.25;0;0;1;7;4;2;1;0;5;11.0;0.0;4.0;-821.0;0.0;1353164.76;210348.0;450.0;0.0;7.0;5.0;0.714286;1976822.325;2159694.0;1.092508;1.0;6.0;0.0
155870;1;135000.0;225000.0;36.41;1;1;0;2;0.302193;0.662195;0.51009;1.666667;0;1;1;7;1;2;1;0;30;5.0;0.0;2.0;-1433.2;0.0;551309.49;33221.25;10800.0;0.0;3.0;0.0;0.0;114183.0;113980.5;0.998227;0.0;0.0;0.0
240489;0;202500.0;405000.0;43.45;1;1;0;2;0.484492;0.509508;0.28518;2.0;0;0;0;7;2;5;1;10;5;1.0;0.0;1.0;-26.0;0.0;130500.0;130500.0;0.0;0.0;10.0;2.0;0.2;2049930.0;2303676.0;1.123783;4.0;9.0;3.0
280951;0;150750.0;247500.0;52.26;1;1;0;2;0.505998;0.626288;0.493863;1.641791;0;0;1;7;4;2;1;15;51;6.0;0.0;2.0;-903.333333;0.0;2218536.0;1311228.0;0.0;0.0;8.0;2.0;0.25;2511000.0;2637450.0;1.050358;2.0;7.0;0.0
250904;0;229500.0;808650.0;59.1;1;0;0;2;0.505998;0.619389;0.616122;3.523529;0;0;1;3;4;1;1;0;57;11.0;0.0;8.0;-1121.909091;0.0;3154675.5;588514.5;0.0;0.0;3.0;0.0;0.0;977346.0;1108026.0;1.133709;0.0;1.0;1.0
52448;0;157500.0;545040.0;31.64;1;1;0;2;0.745931;0.729053;0.588488;3.460571;0;1;0;1;1;4;1;0;33;6.0;0.0;1.0;-1868.333333;0.0;1425595.5;632343.825;0.0;0.0;13.0;8.0;0.615385;1860709.5;1947397.5;1.046589;0.0;12.0;0.0
250545;2;72000.0;254700.0;29.7;1;1;0;2;0.505998;0.717969;0.706205;3.5375;0;0;0;7;1;2;1;4;11;3.0;0.0;0.0;-1013.333333;0.0;252103.5;0.0;0.0;0.0;2.0;0.0;0.0;166441.5;166441.5;1.0;0.0;1.0;0.0
19941;1;112500.0;202500.0;30.6;1;1;0;2;0.551793;0.472084;0.58674;1.8;0;0;1;1;1;2;1;4;2;3.0;0.0;1.0;-542.666667;0.0;116500.5;0.0;0.0;0.0;3.0;0.0;0.0;139765.5;149188.5;1.06742;2.0;1.0;0.0
45588;0;112500.0;254700.0;23.66;1;1;0;2;0.204994;0.565961;0.535276;2.264;1;0;0;7;1;4;1;7;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;94878.0;107887.5;1.137118;0.0;1.0;0.0
29621;0;157500.0;592560.0;25.56;1;1;0;2;0.505998;0.265048;0.535276;3.762286;1;0;1;7;4;4;1;5;55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;180094.5;183663.0;1.019815;0.0;0.0;0.0
215236;0;117000.0;339241.5;41.45;1;1;0;2;0.829473;0.502418;0.612704;2.8995;0;1;1;4;4;4;1;4;28;8.0;0.0;2.0;-1889.375;0.0;3300395.85;1326010.5;0.0;0.0;2.0;0.0;0.0;200691.0;236205.0;1.176959;2.0;1.0;0.0
83579;2;166500.0;675000.0;34.46;1;1;0;2;0.685547;0.63024;0.535276;4.054054;0;1;1;7;4;2;1;7;5;4.0;0.0;1.0;-1298.0;0.0;268908.885;0.0;0.0;0.0;3.0;0.0;0.0;286492.5;327888.0;1.144491;2.0;1.0;0.0
166032;2;157500.0;781920.0;35.69;1;1;0;2;0.516129;0.745985;0.142873;4.964571;0;1;0;1;4;3;1;7;5;2.0;0.0;0.0;-1565.0;0.0;782325.0;0.0;626989.5;0.0;3.0;1.0;0.333333;43407.0;337360.5;7.77203;0.0;2.0;0.0
51849;0;180000.0;1223010.0;44.28;1;1;0;1;0.598613;0.755995;0.535276;6.7945;1;0;1;7;4;2;1;9;5;1.0;0.0;0.0;-1610.0;0.0;387270.0;0.0;0.0;0.0;3.0;0.0;0.0;417505.5;410008.5;0.982043;0.0;2.0;0.0
33249;0;157500.0;651600.0;53.68;1;1;0;2;0.573774;0.76306;0.560284;4.137143;0;0;1;7;4;3;1;12;30;4.0;0.0;1.0;-740.25;0.0;2363629.5;1192144.05;0.0;0.0;11.0;3.0;0.272727;4765464.0;4857628.5;1.01934;1.0;10.0;5.0
94619;0;130500.0;675000.0;51.94;1;0;0;2;0.505998;0.598007;0.406617;5.172414;0;0;0;3;4;4;1;0;57;1.0;0.0;0.0;-184.0;0.0;85518.0;0.0;0.0;0.0;1.0;0.0;0.0;166563.0;166563.0;1.0;0.0;0.0;0.0
170321;0;28350.0;269550.0;64.14;1;0;0;2;0.505998;0.24873;0.535276;9.507937;0;0;1;3;4;2;1;0;57;1.0;0.0;1.0;-653.0;0.0;50595.84;0.0;0.0;0.0;10.0;0.0;0.0;364365.0;349087.5;0.958071;2.0;9.0;5.0
48156;0;180000.0;125640.0;43.13;1;1;0;1;0.505998;0.75779;0.247191;0.698;0;0;1;1;4;2;2;15;3;3.0;0.0;2.0;-531.333333;0.0;305572.5;219690.0;0.0;0.0;3.0;0.0;0.0;890950.5;869355.0;0.975761;0.0;2.0;1.0
248059;0;2025000.0;382500.0;48.54;1;1;0;2;0.571905;0.427356;0.185202;0.188889;0;1;1;7;4;2;1;16;33;5.0;0.0;2.0;-1136.8;0.0;14005638.945;11598025.5;0.0;0.0;6.0;0.0;0.0;3777030.0;4246983.0;1.124424;3.0;5.0;1.0
204520;0;202500.0;360000.0;24.48;1;1;0;1;0.33598;0.05072;0.401407;1.777778;0;0;0;1;1;2;1;15;42;1.0;0.0;1.0;-137.0;0.0;143635.5;99072.0;0.0;0.0;2.0;0.0;0.0;192537.0;195583.5;1.015823;0.0;1.0;1.0
191789;1;202500.0;900000.0;30.91;1;1;0;2;0.183667;0.70323;0.301625;4.444444;1;0;1;7;1;2;1;17;40;6.0;0.0;3.0;-489.333333;0.0;16478910.0;0.0;0.0;0.0;8.0;3.0;0.375;800127.0;779035.5;0.97364;1.0;4.0;0.0
205583;0;180000.0;301500.0;24.26;1;1;0;2;0.436085;0.588594;0.192942;1.675;0;0;1;7;2;4;1;9;4;4.0;0.0;2.0;-394.5;0.0;407448.0;98455.05;0.0;0.0;7.0;0.0;0.0;621765.0;613665.0;0.986973;0.0;6.0;1.0
241341;1;315000.0;1255680.0;43.5;1;1;0;2;0.505998;0.684718;0.4171;3.986286;1;1;1;7;4;2;1;9;5;1.0;0.0;1.0;-69.0;0.0;395478.0;363825.0;0.0;0.0;2.0;0.0;0.0;180990.0;195205.5;1.078543;1.0;0.0;0.0
25299;2;112500.0;440784.0;31.27;1;1;0;2;0.505998;0.048653;0.317032;3.91808;1;1;0;7;4;2;1;9;42;4.0;0.0;4.0;-259.25;0.0;243351.0;227367.0;0.0;1.0;4.0;2.0;0.5;438480.0;479052.0;1.092529;0.0;1.0;0.0
152752;1;315000.0;719946.0;46.57;1;1;0;1;0.505998;0.728698;0.73802;2.285543;1;1;1;7;4;2;2;11;5;9.0;0.0;0.0;-1711.777778;0.0;2037987.0;0.0;0.0;0.0;3.0;1.0;0.333333;788040.0;802795.5;1.018724;1.0;0.0;0.0
302178;0;202500.0;1078200.0;32.4;1;1;0;2;0.399936;0.63188;0.47585;5.324444;1;1;0;1;4;1;1;9;21;3.0;0.0;1.0;-759.333333;0.0;153499.5;0.0;0.0;0.0;3.0;0.0;0.0;234765.0;263614.5;1.122887;1.0;2.0;0.0
152369;0;135000.0;354276.0;58.04;1;0;0;3;0.834965;0.244504;0.282248;2.624267;0;0;0;3;4;5;1;0;57;5.0;0.0;4.0;-522.8;0.0;2119378.77;915779.385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33142;0;225000.0;247500.0;42.68;1;1;0;2;0.505998;0.339135;0.358951;1.1;1;0;1;7;1;2;1;11;26;3.0;0.0;1.0;-1204.666667;0.0;299538.0;90112.5;0.0;0.0;7.0;1.0;0.142857;371916.0;380929.5;1.024235;0.0;6.0;4.0
96008;1;225000.0;468733.5;29.78;1;1;0;1;0.20831;0.706805;0.865896;2.08326;1;0;0;7;1;2;1;7;5;1.0;0.0;0.0;-2578.0;0.0;450000.0;0.0;0.0;0.0;3.0;0.0;0.0;400827.6;339247.8;0.846368;0.0;2.0;0.0
12582;0;67500.0;239850.0;49.59;1;1;0;2;0.505998;0.74792;0.403142;3.553333;0;0;1;7;4;2;1;15;42;4.0;0.0;2.0;-339.25;0.0;328156.2;121369.5;0.0;0.0;4.0;1.0;0.25;570186.0;586809.0;1.029154;1.0;2.0;0.0
21006;0;211500.0;1129500.0;60.54;1;0;0;2;0.505998;0.329998;0.605836;5.340426;0;0;0;3;4;2;1;0;57;14.0;0.0;5.0;-1074.0;0.0;1914203.88;798363.0;0.0;0.0;13.0;0.0;0.0;1869210.0;2043054.0;1.093004;1.0;12.0;8.0
56267;2;270000.0;562500.0;39.19;1;1;1;2;0.728983;0.54241;0.292588;2.083333;0;1;0;7;1;2;1;11;4;9.0;0.0;3.0;-1638.111111;0.0;6819373.8;1298740.5;10930.5;0.0;9.0;1.0;0.111111;2320605.0;2522515.5;1.087008;2.0;7.0;4.0
210349;2;180000.0;254700.0;39.2;1;1;0;2;0.633487;0.749869;0.556727;1.415;1;1;0;1;1;2;1;7;5;7.0;0.0;2.0;-1335.0;0.0;1217587.5;24052.5;7591.5;0.0;5.0;1.0;0.2;1076355.0;1069978.5;0.994076;2.0;3.0;0.0
35066;0;148500.0;167121.0;37.82;1;1;0;3;0.50872;0.375453;0.553165;1.125394;0;0;1;4;4;4;1;16;39;4.0;0.0;3.0;-641.5;0.0;922455.0;627907.5;0.0;0.0;1.0;0.0;0.0;168750.0;192384.0;1.140053;0.0;0.0;0.0
37391;0;126000.0;343800.0;43.64;1;1;0;2;0.505998;0.494546;0.612704;2.728571;0;1;1;7;4;2;1;3;55;14.0;0.0;4.0;-1399.285714;0.0;1854814.095;384106.5;0.0;0.0;2.0;0.0;0.0;105165.0;98910.0;0.940522;1.0;0.0;1.0
74151;1;112500.0;1125000.0;58.93;1;0;0;2;0.505998;0.262936;0.535276;10.0;1;1;0;3;4;4;1;0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;56358.0;50719.5;0.899952;0.0;0.0;0.0
170891;0;157500.0;685012.5;39.31;1;1;0;2;0.720005;0.488491;0.576209;4.349286;0;0;1;7;1;2;1;15;42;10.0;0.0;3.0;-1561.1;0.0;2197464.93;985135.5;6907.14;0.0;6.0;2.0;0.333333;567486.0;720243.0;1.269182;1.0;3.0;0.0
10482;1;90000.0;157500.0;26.28;1;1;0;2;0.308736;0.602624;0.174564;1.75;0;0;1;1;1;2;1;4;2;2.0;0.0;2.0;-40.0;0.0;121252.5;41836.5;0.0;0.0;9.0;2.0;0.222222;509817.78;542394.0;1.063898;0.0;8.0;1.0
77454;1;112500.0;397017.0;30.82;1;1;0;3;0.174732;0.185726;0.470456;3.52904;0;0;1;1;1;2;1;0;5;3.0;0.0;3.0;-648.666667;0.0;14998500.0;14580873.0;0.0;0.0;1.0;0.0;0.0;90000.0;121968.0;1.3552;1.0;0.0;0.0
208919;0;243000.0;270000.0;48.48;1;1;0;2;0.505998;0.702449;0.736623;1.111111;0;0;1;1;4;4;1;0;5;10.0;0.0;2.0;-1597.5;0.0;3353985.0;635996.655;0.0;0.0;9.0;2.0;0.222222;1346625.0;1556554.5;1.155893;4.0;8.0;2.0
97354;0;225000.0;528633.0;45.49;1;1;0;2;0.435217;0.472275;0.607557;2.34948;1;0;1;7;4;2;1;11;5;6.0;0.0;2.0;-1732.0;0.0;1720522.845;91327.5;0.0;0.0;4.0;0.0;0.0;297810.0;295308.0;0.991599;1.0;1.0;1.0
222401;0;135000.0;1256400.0;48.78;1;1;0;3;0.359154;0.607405;0.581484;9.306667;0;0;1;4;1;2;1;17;33;16.0;0.0;7.0;-1126.5625;0.0;5712399.0;1913121.0;4.5;0.0;5.0;0.0;0.0;46476.0;46408.5;0.998548;0.0;4.0;4.0
278488;0;175500.0;187929.0;47.21;1;1;0;2;0.635981;0.469404;0.652897;1.070821;1;0;0;7;4;2;1;0;42;1.0;0.0;0.0;-2262.0;0.0;91530.0;0.0;0.0;0.0;7.0;0.0;0.0;818815.5;795217.5;0.97118;2.0;6.0;0.0
202540;0;90000.0;239850.0;68.3;1;0;0;2;0.505998;0.681086;0.749022;2.665;0;0;1;3;4;2;1;0;57;5.0;0.0;1.0;-1520.2;0.0;714795.345;27732.825;0.0;0.0;1.0;0.0;0.0;65452.5;72364.5;1.105603;0.0;0.0;0.0
285604;0;45000.0;225000.0;53.57;1;1;0;2;0.642609;0.596439;0.75574;5.0;0;0;0;7;4;2;1;17;28;2.0;0.0;1.0;-1138.0;0.0;180729.0;0.0;0.0;0.0;6.0;0.0;0.0;346572.0;580711.5;1.675587;3.0;5.0;1.0
143552;0;112500.0;391500.0;46.41;1;1;0;2;0.667649;0.663925;0.463275;3.48;0;0;1;7;4;1;1;15;5;13.0;0.0;6.0;-1638.461538;0.0;1340489.295;262051.92;8550.0;0.0;6.0;0.0;0.0;663385.5;784458.0;1.182507;3.0;5.0;0.0
11023;0;315000.0;1024740.0;33.46;1;1;0;1;0.505998;0.62753;0.767523;3.253143;1;1;1;1;1;1;1;5;5;3.0;0.0;2.0;-1644.333333;0.0;4156987.5;1948360.5;0.0;0.0;3.0;1.0;0.333333;555210.0;635557.5;1.144716;1.0;1.0;0.0
285605;0;112500.0;585000.0;33.75;1;1;1;2;0.642096;0.635225;0.825636;5.2;0;0;1;1;4;2;1;9;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;35991.0;40302.0;1.11978;0.0;0.0;0.0
260188;0;202500.0;2013840.0;50.12;1;1;0;2;0.766004;0.765605;0.450747;9.944889;0;0;1;1;4;2;1;12;42;12.0;0.0;3.0;-1304.666667;0.0;1780890.93;641961.0;0.0;0.0;12.0;2.0;0.166667;3753351.0;3785796.0;1.008644;1.0;11.0;4.0
143917;0;225000.0;1223010.0;30.04;1;1;0;2;0.245391;0.60091;0.715103;5.4356;1;1;1;1;1;4;1;0;5;1.0;0.0;0.0;-695.0;0.0;126207.0;0.0;0.0;0.0;2.0;0.0;0.0;604350.0;578205.0;0.956739;0.0;1.0;0.0
80296;0;238500.0;291384.0;28.68;1;1;0;3;0.18861;0.441701;0.49206;1.221736;1;0;0;7;4;1;1;5;5;8.0;0.0;3.0;-889.625;0.0;7375770.0;802408.5;28566.0;0.0;6.0;3.0;0.5;203171.85;420940.35;2.071844;0.0;4.0;0.0
22114;0;301500.0;469152.0;58.0;1;0;0;2;0.505998;0.624536;0.486653;1.55606;0;0;1;3;4;2;1;0;57;1.0;0.0;1.0;-462.0;0.0;625500.0;515794.5;0.0;0.0;4.0;0.0;0.0;2385000.0;2515680.0;1.054792;1.0;3.0;1.0
70915;0;121500.0;454500.0;54.19;1;1;0;2;0.745648;0.685831;0.477649;3.740741;0;1;0;4;4;2;1;4;28;3.0;0.0;2.0;-1294.333333;0.0;4342500.0;146502.0;0.0;0.0;1.0;0.0;0.0;31050.0;34879.5;1.123333;0.0;0.0;0.0
201586;0;135000.0;775327.5;55.18;1;1;0;2;0.505998;0.075312;0.39622;5.743167;1;0;0;7;4;1;1;17;40;7.0;0.0;3.0;-959.857143;0.0;625355.1;124088.4;7290.0;0.0;10.0;3.0;0.3;2066849.235;2422817.235;1.172227;1.0;6.0;3.0
